Number,FileName,Value,Digits,Length,Width,Height,Box
28868,28868.png,103,"[1, 0, 3]",3,119,45,"[29, 2, 84, 40]"
28869,28869.png,85,"[8, 5]",2,74,40,"[14, 6, 47, 35]"
28870,28870.png,2,[2],1,84,46,"[34, 9, 47, 37]"
28871,28871.png,12,"[1, 2]",2,109,49,"[43, 8, 63, 37]"
28872,28872.png,103,"[1, 0, 3]",3,258,100,"[87, 30, 122, 64]"
28873,28873.png,6,[6],1,61,33,"[20, 4, 38, 29]"
28874,28874.png,210,"[2, 1, 0]",3,335,145,"[131, 38, 225, 93]"
28875,28875.png,35,"[3, 5]",2,82,39,"[28, 4, 51, 32]"
28876,28876.png,13,"[1, 3]",2,111,56,"[44, 5, 69, 48]"
28877,28877.png,22,"[2, 2]",2,97,42,"[34, 10, 61, 39]"
28878,28878.png,31,"[3, 1]",2,103,47,"[39, 9, 67, 40]"
28879,28879.png,5,[5],1,57,27,"[19, 1, 34, 24]"
28880,28880.png,74,"[7, 4]",2,91,42,"[26, 7, 61, 39]"
28881,28881.png,16,"[1, 6]",2,94,41,"[32, 3, 67, 38]"
28882,28882.png,140,"[1, 4, 0]",3,84,35,"[29, 1, 57, 32]"
28883,28883.png,37,"[3, 7]",2,83,46,"[34, 8, 48, 39]"
28884,28884.png,85,"[8, 5]",2,217,97,"[80, 24, 134, 78]"
28885,28885.png,34,"[3, 4]",2,96,48,"[36, 5, 60, 41]"
28886,28886.png,76,"[7, 6]",2,54,25,"[20, 3, 35, 20]"
28887,28887.png,74,"[7, 4]",2,167,63,"[67, 17, 98, 47]"
28888,28888.png,16,"[1, 6]",2,199,94,"[76, 10, 123, 79]"
28889,28889.png,520,"[5, 2, 0]",3,181,79,"[72, 21, 113, 49]"
28890,28890.png,84,"[8, 4]",2,60,27,"[22, 5, 38, 22]"
28891,28891.png,5,[5],1,108,94,"[1, 19, 28, 70]"
28892,28892.png,148,"[1, 4, 8]",3,127,52,"[36, 4, 87, 44]"
28893,28893.png,3,[3],1,44,19,"[14, 1, 19, 17]"
28894,28894.png,25,"[2, 5]",2,73,40,"[30, 2, 65, 37]"
28895,28895.png,9,[9],1,38,18,"[14, 4, 18, 15]"
28896,28896.png,21,"[2, 1]",2,170,76,"[59, 3, 111, 76]"
28897,28897.png,20,"[2, 0]",2,211,85,"[59, 10, 152, 74]"
28898,28898.png,41,"[4, 1]",2,87,42,"[30, 5, 53, 36]"
28899,28899.png,47,"[4, 7]",2,352,176,"[134, 74, 212, 142]"
28900,28900.png,6,[6],1,91,41,"[45, 10, 61, 33]"
28901,28901.png,361,"[3, 6, 1]",3,207,89,"[74, 10, 135, 77]"
28902,28902.png,31,"[3, 1]",2,57,26,"[20, 1, 35, 23]"
28903,28903.png,94,"[9, 4]",2,41,18,"[12, 1, 28, 15]"
28904,28904.png,71,"[7, 1]",2,201,87,"[74, 19, 124, 71]"
28905,28905.png,43,"[4, 3]",2,151,63,"[55, 10, 105, 50]"
28906,28906.png,109,"[1, 0, 9]",3,118,74,"[32, 9, 65, 64]"
28907,28907.png,79,"[7, 9]",2,84,37,"[36, 8, 51, 27]"
28908,28908.png,3520,"[3, 5, 2, 0]",4,275,127,"[90, 21, 173, 86]"
28909,28909.png,226,"[2, 2, 6]",3,57,25,"[19, 4, 39, 19]"
28910,28910.png,4,[4],1,122,66,"[50, 7, 71, 54]"
28911,28911.png,44,"[4, 4]",2,192,77,"[53, 1, 138, 69]"
28912,28912.png,77,"[7, 7]",2,123,56,"[48, 10, 77, 48]"
28913,28913.png,32,"[3, 2]",2,243,104,"[84, 20, 158, 80]"
28914,28914.png,93,"[9, 3]",2,81,40,"[29, 4, 52, 36]"
28915,28915.png,312,"[3, 1, 2]",3,414,209,"[169, 38, 262, 174]"
28916,28916.png,351,"[3, 5, 1]",3,310,99,"[146, 11, 191, 56]"
28917,28917.png,127,"[1, 2, 7]",3,91,37,"[31, 7, 62, 34]"
28918,28918.png,200,"[2, 0, 0]",3,149,47,"[35, 10, 84, 39]"
28919,28919.png,12,"[1, 2]",2,46,20,"[16, 2, 26, 16]"
28920,28920.png,22,"[2, 2]",2,213,90,"[73, 15, 144, 67]"
28921,28921.png,11,"[1, 1]",2,47,19,"[16, 1, 32, 17]"
28922,28922.png,351,"[3, 5, 1]",3,73,33,"[27, 5, 44, 24]"
28923,28923.png,35,"[3, 5]",2,123,61,"[44, 8, 79, 51]"
28924,28924.png,15,"[1, 5]",2,49,21,"[17, 1, 32, 19]"
28925,28925.png,385,"[3, 8, 5]",3,168,78,"[69, 28, 103, 63]"
28926,28926.png,1,[1],1,33,14,"[14, 1, 20, 12]"
28927,28927.png,119,"[1, 1, 9]",3,87,36,"[29, 2, 53, 28]"
28928,28928.png,7,[7],1,146,109,"[18, 15, 50, 89]"
28929,28929.png,2154,"[2, 1, 5, 4]",4,74,20,"[18, 1, 57, 15]"
28930,28930.png,24,"[2, 4]",2,102,46,"[38, 14, 63, 37]"
28931,28931.png,46,"[4, 6]",2,104,47,"[37, 2, 66, 39]"
28932,28932.png,315,"[3, 1, 5]",3,114,47,"[38, 10, 72, 38]"
28933,28933.png,11,"[1, 1]",2,86,45,"[34, 5, 54, 39]"
28934,28934.png,32,"[3, 2]",2,83,41,"[32, 4, 50, 33]"
28935,28935.png,596,"[5, 9, 6]",3,322,142,"[135, 45, 203, 114]"
28936,28936.png,12,"[1, 2]",2,139,62,"[40, 1, 98, 59]"
28937,28937.png,77,"[7, 7]",2,315,98,"[197, 53, 227, 80]"
28938,28938.png,23,"[2, 3]",2,60,29,"[20, 4, 39, 27]"
28939,28939.png,51,"[5, 1]",2,74,36,"[29, 7, 46, 31]"
28940,28940.png,30,"[3, 0]",2,117,54,"[37, 8, 78, 43]"
28941,28941.png,220,"[2, 2, 0]",3,211,79,"[136, 0, 149, 62]"
28942,28942.png,45,"[4, 5]",2,261,125,"[115, 57, 156, 99]"
28943,28943.png,41,"[4, 1]",2,63,32,"[22, 2, 41, 28]"
28944,28944.png,5,[5],1,84,45,"[32, 5, 54, 39]"
28945,28945.png,5,[5],1,179,82,"[77, 13, 105, 66]"
28946,28946.png,160,"[1, 6, 0]",3,219,86,"[76, 19, 134, 67]"
28947,28947.png,544,"[5, 4, 4]",3,323,148,"[178, 40, 270, 110]"
28948,28948.png,232,"[2, 3, 2]",3,122,45,"[32, 4, 91, 40]"
28949,28949.png,2430,"[2, 4, 3, 0]",4,83,24,"[19, 2, 66, 18]"
28950,28950.png,6,[6],1,70,35,"[25, 5, 41, 30]"
28951,28951.png,0,[0],1,121,56,"[66, 21, 93, 55]"
28952,28952.png,122,"[1, 2, 2]",3,102,43,"[31, 7, 67, 36]"
28953,28953.png,26,"[2, 6]",2,140,65,"[50, 20, 83, 48]"
28954,28954.png,12,"[1, 2]",2,326,131,"[142, 21, 221, 111]"
28955,28955.png,81,"[8, 1]",2,99,45,"[32, 4, 68, 41]"
28956,28956.png,11,"[1, 1]",2,62,32,"[24, 1, 39, 24]"
28957,28957.png,13,"[1, 3]",2,54,24,"[19, 1, 35, 19]"
28958,28958.png,21,"[2, 1]",2,425,174,"[216, 81, 248, 125]"
28959,28959.png,1042,"[1, 0, 4, 2]",4,226,93,"[71, 1, 167, 80]"
28960,28960.png,2330,"[2, 3, 3, 0]",4,64,23,"[22, 4, 46, 17]"
28961,28961.png,31,"[3, 1]",2,110,56,"[45, 9, 72, 43]"
28962,28962.png,17,"[1, 7]",2,93,46,"[33, 5, 61, 41]"
28963,28963.png,74,"[7, 4]",2,137,63,"[41, 1, 90, 47]"
28964,28964.png,128,"[1, 2, 8]",3,143,76,"[50, 11, 90, 70]"
28965,28965.png,812,"[8, 1, 2]",3,175,57,"[58, 9, 110, 42]"
28966,28966.png,36,"[3, 6]",2,118,49,"[42, 7, 68, 42]"
28967,28967.png,148,"[1, 4, 8]",3,195,76,"[75, 17, 123, 61]"
28968,28968.png,1100,"[1, 1, 0, 0]",4,186,70,"[78, 21, 121, 47]"
28969,28969.png,5,[5],1,124,62,"[50, 6, 74, 50]"
28970,28970.png,33,"[3, 3]",2,95,47,"[37, 6, 60, 39]"
28971,28971.png,69,"[6, 9]",2,128,62,"[46, 7, 83, 56]"
28972,28972.png,42,"[4, 2]",2,169,74,"[59, 8, 110, 57]"
28973,28973.png,94,"[9, 4]",2,156,62,"[50, 13, 105, 51]"
28974,28974.png,96,"[9, 6]",2,81,38,"[32, 3, 52, 31]"
28975,28975.png,3,[3],1,112,44,"[58, 4, 73, 35]"
28976,28976.png,132,"[1, 3, 2]",3,83,39,"[30, 5, 56, 33]"
28977,28977.png,763,"[7, 6, 3]",3,103,37,"[37, 10, 66, 27]"
28978,28978.png,4163,"[4, 1, 6, 3]",4,54,19,"[14, 1, 42, 18]"
28979,28979.png,240,"[2, 4, 0]",3,60,22,"[18, 2, 47, 20]"
28980,28980.png,27,"[2, 7]",2,118,49,"[34, 1, 84, 47]"
28981,28981.png,51,"[5, 1]",2,107,52,"[39, 6, 65, 46]"
28982,28982.png,558,"[5, 5, 8]",3,172,78,"[63, 14, 113, 63]"
28983,28983.png,12,"[1, 2]",2,88,38,"[29, 4, 59, 34]"
28984,28984.png,15,"[1, 5]",2,92,40,"[32, 6, 61, 34]"
28985,28985.png,127,"[1, 2, 7]",3,62,28,"[19, 1, 40, 25]"
28986,28986.png,23,"[2, 3]",2,76,33,"[23, 5, 49, 27]"
28987,28987.png,91,"[9, 1]",2,105,50,"[39, 7, 67, 43]"
28988,28988.png,86,"[8, 6]",2,90,41,"[28, 3, 63, 36]"
28989,28989.png,33,"[3, 3]",2,51,21,"[17, 1, 34, 18]"
28990,28990.png,52,"[5, 2]",2,141,60,"[43, 5, 98, 52]"
28991,28991.png,10,"[1, 0]",2,136,67,"[47, 9, 89, 57]"
28992,28992.png,86,"[8, 6]",2,95,42,"[36, 7, 57, 32]"
28993,28993.png,5,[5],1,196,72,"[90, 2, 118, 58]"
28994,28994.png,3,[3],1,127,69,"[54, 11, 77, 58]"
28995,28995.png,4,[4],1,62,32,"[25, 5, 40, 25]"
28996,28996.png,39,"[3, 9]",2,69,32,"[27, 8, 43, 24]"
28997,28997.png,55,"[5, 5]",2,209,97,"[66, 15, 141, 83]"
28998,28998.png,1758,"[1, 7, 5, 8]",4,73,21,"[18, 1, 54, 17]"
28999,28999.png,77,"[7, 7]",2,69,28,"[23, 1, 44, 27]"
29000,29000.png,1050,"[1, 0, 5, 0]",4,131,57,"[50, 14, 79, 34]"
29001,29001.png,246,"[2, 4, 6]",3,48,18,"[12, 1, 35, 16]"
29002,29002.png,40,"[4, 0]",2,150,65,"[61, 3, 85, 56]"
29003,29003.png,42,"[4, 2]",2,54,27,"[20, 5, 32, 26]"
29004,29004.png,392,"[3, 9, 2]",3,303,125,"[130, 16, 217, 108]"
29005,29005.png,146,"[1, 4, 6]",3,82,28,"[23, 1, 59, 25]"
29006,29006.png,184,"[1, 8, 4]",3,181,74,"[67, 18, 115, 57]"
29007,29007.png,15,"[1, 5]",2,89,40,"[30, 5, 60, 33]"
29008,29008.png,395,"[3, 9, 5]",3,172,78,"[62, 13, 110, 67]"
29009,29009.png,2318,"[2, 3, 1, 8]",4,92,24,"[16, 1, 75, 22]"
29010,29010.png,62,"[6, 2]",2,145,67,"[50, 10, 101, 55]"
29011,29011.png,49,"[4, 9]",2,236,114,"[107, 52, 152, 95]"
29012,29012.png,75,"[7, 5]",2,392,168,"[190, 28, 264, 96]"
29013,29013.png,117,"[1, 1, 7]",3,54,22,"[18, 2, 36, 20]"
29014,29014.png,70,"[7, 0]",2,77,40,"[27, 8, 49, 34]"
29015,29015.png,7,[7],1,154,69,"[65, 9, 87, 61]"
29016,29016.png,15,"[1, 5]",2,46,18,"[15, 1, 31, 18]"
29017,29017.png,34,"[3, 4]",2,181,82,"[57, 7, 124, 75]"
29018,29018.png,63,"[6, 3]",2,126,56,"[40, 3, 85, 48]"
29019,29019.png,56,"[5, 6]",2,109,48,"[47, 11, 68, 33]"
29020,29020.png,88,"[8, 8]",2,56,27,"[20, 6, 38, 22]"
29021,29021.png,23,"[2, 3]",2,166,75,"[52, 7, 111, 69]"
29022,29022.png,37,"[3, 7]",2,198,84,"[59, 5, 135, 72]"
29023,29023.png,78,"[7, 8]",2,96,42,"[35, 7, 59, 35]"
29024,29024.png,2010,"[2, 0, 1, 0]",4,195,96,"[44, 18, 90, 68]"
29025,29025.png,735,"[7, 3, 5]",3,144,65,"[40, 7, 101, 52]"
29026,29026.png,2,[2],1,85,46,"[34, 7, 51, 35]"
29027,29027.png,66,"[6, 6]",2,123,52,"[39, 4, 84, 49]"
29028,29028.png,28,"[2, 8]",2,129,51,"[47, 10, 82, 38]"
29029,29029.png,150,"[1, 5, 0]",3,134,43,"[71, 10, 96, 31]"
29030,29030.png,50,"[5, 0]",2,242,111,"[83, 17, 170, 89]"
29031,29031.png,10,"[1, 0]",2,111,53,"[36, 11, 75, 43]"
29032,29032.png,15,"[1, 5]",2,185,91,"[72, 22, 115, 73]"
29033,29033.png,22,"[2, 2]",2,203,72,"[122, 20, 153, 64]"
29034,29034.png,6,[6],1,46,32,"[24, 1, 35, 26]"
29035,29035.png,16,"[1, 6]",2,103,49,"[40, 9, 63, 39]"
29036,29036.png,24,"[2, 4]",2,75,32,"[28, 8, 45, 24]"
29037,29037.png,33,"[3, 3]",2,65,31,"[21, 6, 43, 26]"
29038,29038.png,394,"[3, 9, 4]",3,325,162,"[137, 54, 182, 85]"
29039,29039.png,195,"[1, 9, 5]",3,277,98,"[93, 29, 196, 70]"
29040,29040.png,337,"[3, 3, 7]",3,118,43,"[36, 6, 85, 34]"
29041,29041.png,483,"[4, 8, 3]",3,289,132,"[115, 32, 174, 94]"
29042,29042.png,39,"[3, 9]",2,90,40,"[30, 9, 59, 34]"
29043,29043.png,216,"[2, 1, 6]",3,124,54,"[39, 4, 84, 47]"
29044,29044.png,54,"[5, 4]",2,58,26,"[21, 6, 38, 19]"
29045,29045.png,41,"[4, 1]",2,63,32,"[23, 3, 39, 27]"
29046,29046.png,22,"[2, 2]",2,157,61,"[52, 10, 100, 47]"
29047,29047.png,1,[1],1,64,27,"[22, 6, 30, 22]"
29048,29048.png,42,"[4, 2]",2,119,52,"[38, 5, 73, 45]"
29049,29049.png,328,"[3, 2, 8]",3,446,205,"[247, 33, 293, 73]"
29050,29050.png,211,"[2, 1, 1]",3,192,78,"[73, 22, 114, 53]"
29051,29051.png,87,"[8, 7]",2,46,21,"[19, 4, 27, 16]"
29052,29052.png,35,"[3, 5]",2,119,53,"[41, 6, 78, 45]"
29053,29053.png,38,"[3, 8]",2,111,41,"[31, 4, 82, 33]"
29054,29054.png,8,[8],1,87,47,"[31, 2, 54, 43]"
29055,29055.png,31,"[3, 1]",2,109,46,"[37, 1, 73, 39]"
29056,29056.png,141,"[1, 4, 1]",3,46,17,"[11, 1, 34, 15]"
29057,29057.png,60,"[6, 0]",2,117,44,"[43, 9, 78, 37]"
29058,29058.png,1,[1],1,59,26,"[19, 4, 27, 24]"
29059,29059.png,48,"[4, 8]",2,122,58,"[48, 16, 74, 50]"
29060,29060.png,5,[5],1,91,39,"[37, 1, 52, 34]"
29061,29061.png,77,"[7, 7]",2,80,40,"[32, 9, 46, 29]"
29062,29062.png,98,"[9, 8]",2,47,18,"[14, 1, 33, 14]"
29063,29063.png,94,"[9, 4]",2,67,32,"[24, 3, 41, 28]"
29064,29064.png,69,"[6, 9]",2,185,85,"[67, 18, 122, 66]"
29065,29065.png,51,"[5, 1]",2,243,110,"[80, 9, 157, 92]"
29066,29066.png,114,"[1, 1, 4]",3,145,63,"[50, 7, 96, 54]"
29067,29067.png,232,"[2, 3, 2]",3,44,17,"[13, 1, 30, 16]"
29068,29068.png,54,"[5, 4]",2,170,84,"[63, 15, 105, 72]"
29069,29069.png,126,"[1, 2, 6]",3,101,45,"[37, 7, 63, 38]"
29070,29070.png,4,[4],1,86,46,"[35, 3, 52, 42]"
29071,29071.png,11,"[1, 1]",2,103,46,"[31, 4, 74, 43]"
29072,29072.png,16,"[1, 6]",2,91,42,"[34, 6, 61, 34]"
29073,29073.png,55,"[5, 5]",2,156,84,"[60, 18, 97, 68]"
29074,29074.png,7,[7],1,285,165,"[125, 24, 167, 143]"
29075,29075.png,2676,"[2, 6, 7, 6]",4,131,50,"[42, 11, 90, 42]"
29076,29076.png,5,[5],1,65,32,"[24, 1, 43, 29]"
29077,29077.png,265,"[2, 6, 5]",3,263,126,"[99, 20, 162, 108]"
29078,29078.png,1,[1],1,133,75,"[56, 5, 84, 52]"
29079,29079.png,63,"[6, 3]",2,111,88,"[62, 10, 104, 72]"
29080,29080.png,1923,"[1, 9, 2, 3]",4,309,83,"[88, 9, 225, 67]"
29081,29081.png,248,"[2, 4, 8]",3,79,34,"[22, 2, 57, 32]"
29082,29082.png,95,"[9, 5]",2,165,70,"[70, 22, 97, 46]"
29083,29083.png,32,"[3, 2]",2,229,103,"[90, 26, 118, 57]"
29084,29084.png,1,[1],1,52,24,"[20, 4, 25, 19]"
29085,29085.png,2,[2],1,165,77,"[68, 16, 91, 58]"
29086,29086.png,8,[8],1,84,46,"[36, 4, 49, 38]"
29087,29087.png,244,"[2, 4, 4]",3,68,27,"[20, 1, 48, 23]"
29088,29088.png,24,"[2, 4]",2,181,94,"[71, 14, 116, 81]"
29089,29089.png,24,"[2, 4]",2,74,34,"[26, 6, 51, 29]"
29090,29090.png,94,"[9, 4]",2,89,40,"[32, 5, 54, 29]"
29091,29091.png,37,"[3, 7]",2,209,87,"[65, 10, 136, 72]"
29092,29092.png,20,"[2, 0]",2,113,52,"[44, 11, 66, 39]"
29093,29093.png,133,"[1, 3, 3]",3,157,57,"[46, 1, 109, 47]"
29094,29094.png,8,[8],1,84,45,"[31, 5, 54, 40]"
29095,29095.png,2,[2],1,79,76,"[57, 15, 79, 65]"
29096,29096.png,16,"[1, 6]",2,62,27,"[22, 3, 42, 24]"
29097,29097.png,45,"[4, 5]",2,101,48,"[36, 8, 65, 37]"
29098,29098.png,32,"[3, 2]",2,175,79,"[68, 15, 111, 67]"
29099,29099.png,1,[1],1,64,31,"[28, 7, 35, 25]"
29100,29100.png,14,"[1, 4]",2,44,20,"[18, 4, 30, 15]"
29101,29101.png,35,"[3, 5]",2,162,86,"[70, 29, 104, 77]"
29102,29102.png,939,"[9, 3, 9]",3,256,111,"[83, 14, 180, 91]"
29103,29103.png,65,"[6, 5]",2,195,91,"[65, 8, 129, 69]"
29104,29104.png,115,"[1, 1, 5]",3,104,48,"[43, 4, 63, 38]"
29105,29105.png,1871,"[1, 8, 7, 1]",4,219,85,"[83, 17, 138, 64]"
29106,29106.png,317,"[3, 1, 7]",3,152,63,"[57, 11, 101, 45]"
29107,29107.png,120,"[1, 2, 0]",3,308,145,"[111, 27, 198, 109]"
29108,29108.png,1890,"[1, 8, 9, 0]",4,177,76,"[59, 11, 118, 68]"
29109,29109.png,154,"[1, 5, 4]",3,108,43,"[42, 12, 67, 30]"
29110,29110.png,27,"[2, 7]",2,63,28,"[24, 5, 41, 22]"
29111,29111.png,29,"[2, 9]",2,69,31,"[24, 3, 47, 26]"
29112,29112.png,101,"[1, 0, 1]",3,95,39,"[29, 6, 67, 31]"
29113,29113.png,30,"[3, 0]",2,57,27,"[21, 5, 36, 19]"
29114,29114.png,21,"[2, 1]",2,233,109,"[74, 10, 154, 93]"
29115,29115.png,36,"[3, 6]",2,355,160,"[131, 62, 186, 128]"
29116,29116.png,42,"[4, 2]",2,114,53,"[44, 16, 64, 45]"
29117,29117.png,16,"[1, 6]",2,169,76,"[58, 9, 105, 67]"
29118,29118.png,5,[5],1,66,33,"[28, 5, 38, 25]"
29119,29119.png,342,"[3, 4, 2]",3,170,86,"[51, 7, 105, 92]"
29120,29120.png,21,"[2, 1]",2,114,62,"[44, 10, 74, 53]"
29121,29121.png,270,"[2, 7, 0]",3,220,121,"[65, 29, 113, 64]"
29122,29122.png,320,"[3, 2, 0]",3,91,40,"[32, 8, 56, 32]"
29123,29123.png,198,"[1, 9, 8]",3,358,149,"[128, 20, 243, 116]"
29124,29124.png,22,"[2, 2]",2,40,19,"[16, 1, 27, 17]"
29125,29125.png,10,"[1, 0]",2,217,99,"[89, 13, 140, 76]"
29126,29126.png,8,[8],1,84,42,"[33, 6, 52, 36]"
29127,29127.png,1238,"[1, 2, 3, 8]",4,175,57,"[47, 10, 120, 49]"
29128,29128.png,2048,"[2, 0, 4, 8]",4,156,85,"[28, 14, 92, 61]"
29129,29129.png,47,"[4, 7]",2,96,46,"[41, 9, 55, 32]"
29130,29130.png,55,"[5, 5]",2,81,42,"[30, 7, 50, 37]"
29131,29131.png,121,"[1, 2, 1]",3,154,57,"[50, 11, 108, 51]"
29132,29132.png,49,"[4, 9]",2,100,44,"[43, 8, 63, 34]"
29133,29133.png,169,"[1, 6, 9]",3,98,41,"[33, 9, 67, 32]"
29134,29134.png,23,"[2, 3]",2,160,76,"[49, 11, 108, 66]"
29135,29135.png,32,"[3, 2]",2,80,33,"[28, 4, 53, 27]"
29136,29136.png,7,[7],1,146,75,"[57, 7, 88, 61]"
29137,29137.png,120,"[1, 2, 0]",3,218,83,"[71, 12, 147, 65]"
29138,29138.png,2378,"[2, 3, 7, 8]",4,47,13,"[11, 1, 35, 12]"
29139,29139.png,44,"[4, 4]",2,71,33,"[21, 3, 46, 32]"
29140,29140.png,46,"[4, 6]",2,38,17,"[13, 1, 27, 15]"
29141,29141.png,67,"[6, 7]",2,105,48,"[36, 10, 67, 42]"
29142,29142.png,103,"[1, 0, 3]",3,115,37,"[33, 7, 67, 32]"
29143,29143.png,703,"[7, 0, 3]",3,216,83,"[71, 14, 144, 68]"
29144,29144.png,23,"[2, 3]",2,201,99,"[73, 17, 128, 81]"
29145,29145.png,14,"[1, 4]",2,81,39,"[29, 5, 52, 29]"
29146,29146.png,137,"[1, 3, 7]",3,72,31,"[25, 6, 49, 24]"
29147,29147.png,9,[9],1,104,46,"[50, 5, 72, 37]"
29148,29148.png,21,"[2, 1]",2,184,82,"[83, 14, 122, 67]"
29149,29149.png,13,"[1, 3]",2,53,25,"[18, 1, 33, 20]"
29150,29150.png,10,"[1, 0]",2,37,14,"[12, 1, 25, 12]"
29151,29151.png,207,"[2, 0, 7]",3,118,40,"[55, 7, 85, 30]"
29152,29152.png,37,"[3, 7]",2,81,41,"[29, 4, 51, 39]"
29153,29153.png,26,"[2, 6]",2,75,31,"[24, 3, 51, 24]"
29154,29154.png,86,"[8, 6]",2,122,59,"[47, 15, 66, 43]"
29155,29155.png,151,"[1, 5, 1]",3,103,33,"[28, 1, 79, 28]"
29156,29156.png,62,"[6, 2]",2,108,50,"[38, 9, 67, 38]"
29157,29157.png,41,"[4, 1]",2,99,47,"[32, 2, 67, 43]"
29158,29158.png,51,"[5, 1]",2,116,56,"[40, 5, 75, 48]"
29159,29159.png,65,"[6, 5]",2,56,24,"[19, 3, 37, 21]"
29160,29160.png,692,"[6, 9, 2]",3,165,62,"[52, 15, 114, 49]"
29161,29161.png,100,"[1, 0, 0]",3,143,62,"[52, 10, 101, 34]"
29162,29162.png,8,[8],1,174,61,"[106, 20, 118, 48]"
29163,29163.png,56,"[5, 6]",2,187,81,"[74, 13, 125, 59]"
29164,29164.png,61,"[6, 1]",2,129,60,"[44, 6, 87, 55]"
29165,29165.png,26,"[2, 6]",2,106,48,"[40, 4, 67, 40]"
29166,29166.png,3087,"[3, 0, 8, 7]",4,334,149,"[132, 18, 226, 85]"
29167,29167.png,53,"[5, 3]",2,118,54,"[40, 5, 82, 45]"
29168,29168.png,240,"[2, 4, 0]",3,88,34,"[25, 3, 64, 30]"
29169,29169.png,11,"[1, 1]",2,56,29,"[22, 5, 34, 26]"
29170,29170.png,6,[6],1,198,99,"[82, 26, 110, 67]"
29171,29171.png,12,"[1, 2]",2,74,35,"[27, 4, 47, 35]"
29172,29172.png,61,"[6, 1]",2,36,14,"[12, 1, 24, 14]"
29173,29173.png,16,"[1, 6]",2,60,28,"[25, 3, 37, 25]"
29174,29174.png,144,"[1, 4, 4]",3,164,66,"[45, 10, 117, 55]"
29175,29175.png,1,[1],1,78,46,"[31, 2, 46, 41]"
29176,29176.png,144,"[1, 4, 4]",3,237,98,"[81, 18, 156, 80]"
29177,29177.png,178,"[1, 7, 8]",3,64,31,"[22, 4, 43, 25]"
29178,29178.png,19,"[1, 9]",2,56,28,"[21, 2, 35, 25]"
29179,29179.png,22,"[2, 2]",2,139,63,"[47, 10, 90, 51]"
29180,29180.png,5,[5],1,120,56,"[46, 6, 77, 40]"
29181,29181.png,170,"[1, 7, 0]",3,423,190,"[157, 98, 203, 144]"
29182,29182.png,727,"[7, 2, 7]",3,145,55,"[46, 13, 100, 48]"
29183,29183.png,9,[9],1,64,33,"[26, 3, 39, 29]"
29184,29184.png,27,"[2, 7]",2,132,54,"[48, 10, 84, 49]"
29185,29185.png,801,"[8, 0, 1]",3,172,68,"[66, 21, 103, 47]"
29186,29186.png,66,"[6, 6]",2,89,40,"[31, 4, 58, 36]"
29187,29187.png,27,"[2, 7]",2,89,46,"[30, 5, 58, 41]"
29188,29188.png,22,"[2, 2]",2,104,65,"[45, 10, 96, 57]"
29189,29189.png,901,"[9, 0, 1]",3,186,70,"[88, 23, 118, 48]"
29190,29190.png,8,[8],1,300,189,"[145, 46, 190, 139]"
29191,29191.png,83,"[8, 3]",2,55,24,"[18, 1, 38, 22]"
29192,29192.png,80,"[8, 0]",2,74,35,"[25, 4, 48, 27]"
29193,29193.png,263,"[2, 6, 3]",3,222,83,"[65, 6, 164, 71]"
29194,29194.png,52,"[5, 2]",2,65,29,"[23, 5, 42, 24]"
29195,29195.png,11,"[1, 1]",2,64,33,"[25, 2, 40, 30]"
29196,29196.png,29,"[2, 9]",2,91,39,"[30, 2, 58, 32]"
29197,29197.png,61,"[6, 1]",2,102,54,"[39, 6, 69, 46]"
29198,29198.png,40,"[4, 0]",2,51,24,"[20, 4, 32, 18]"
29199,29199.png,1907,"[1, 9, 0, 7]",4,87,28,"[26, 1, 65, 25]"
29200,29200.png,121,"[1, 2, 1]",3,111,51,"[34, 11, 73, 42]"
29201,29201.png,25,"[2, 5]",2,87,44,"[34, 7, 57, 40]"
29202,29202.png,49,"[4, 9]",2,39,19,"[13, 2, 28, 17]"
29203,29203.png,169,"[1, 6, 9]",3,82,32,"[25, 3, 57, 29]"
29204,29204.png,42,"[4, 2]",2,61,25,"[19, 1, 43, 23]"
29205,29205.png,130,"[1, 3, 0]",3,98,38,"[30, 4, 69, 31]"
29206,29206.png,284,"[2, 8, 4]",3,134,56,"[51, 16, 87, 38]"
29207,29207.png,66,"[6, 6]",2,83,39,"[30, 3, 54, 33]"
29208,29208.png,21,"[2, 1]",2,56,27,"[21, 4, 34, 20]"
29209,29209.png,104,"[1, 0, 4]",3,83,33,"[29, 10, 55, 24]"
29210,29210.png,274,"[2, 7, 4]",3,259,109,"[89, 18, 170, 88]"
29211,29211.png,18,"[1, 8]",2,73,33,"[28, 10, 39, 27]"
29212,29212.png,57,"[5, 7]",2,37,17,"[13, 1, 24, 15]"
29213,29213.png,275,"[2, 7, 5]",3,221,90,"[94, 24, 132, 63]"
29214,29214.png,15,"[1, 5]",2,101,56,"[41, 8, 63, 51]"
29215,29215.png,143,"[1, 4, 3]",3,75,32,"[25, 1, 51, 26]"
29216,29216.png,40,"[4, 0]",2,227,96,"[99, 25, 130, 65]"
29217,29217.png,8,[8],1,80,45,"[30, 3, 58, 40]"
29218,29218.png,5,[5],1,42,20,"[18, 5, 25, 16]"
29219,29219.png,264,"[2, 6, 4]",3,179,89,"[69, 27, 109, 59]"
29220,29220.png,18,"[1, 8]",2,81,40,"[34, 9, 49, 30]"
